60
1	3	62	64	
3	5	64	66	
5	7	66	68	
7	9	68	70	
9	11	70	72	
11	13	72	74	
13	15	74	76	
15	17	76	78	
17	19	78	80	
19	21	80	82	
21	23	82	84	
23	25	84	86	
25	27	86	88	
27	29	88	90	
29	31	90	92	
31	33	92	94	
33	35	94	96	
35	37	96	98	
37	39	98	100	
39	41	100	102	
41	43	102	104	
43	45	104	106	
45	47	106	108	
47	49	108	110	
49	51	110	112	
51	53	112	114	
53	55	114	116	
55	57	116	118	
57	59	118	120	
59	1	120	62	
62	64	123	125	
64	66	125	127	
66	68	127	129	
68	70	129	131	
70	72	131	133	
72	74	133	135	
74	76	135	137	
76	78	137	139	
78	80	139	141	
80	82	141	143	
82	84	143	145	
84	86	145	147	
86	88	147	149	
88	90	149	151	
90	92	151	153	
92	94	153	155	
94	96	155	157	
96	98	157	159	
98	100	159	161	
100	102	161	163	
102	104	163	165	
104	106	165	167	
106	108	167	169	
108	110	169	171	
110	112	171	173	
112	114	173	175	
114	116	175	177	
116	118	177	179	
118	120	179	181	
120	62	181	123	
