180
5	10	81	86	
10	15	86	91	
15	20	91	96	
20	25	96	101	
25	30	101	106	
30	35	106	111	
35	40	111	116	
40	45	116	121	
45	50	121	126	
50	55	126	131	
55	60	131	136	
60	65	136	141	
65	70	141	146	
70	75	146	151	
75	5	151	81	
81	86	157	162	
86	91	162	167	
91	96	167	172	
96	101	172	177	
101	106	177	182	
106	111	182	187	
111	116	187	192	
116	121	192	197	
121	126	197	202	
126	131	202	207	
131	136	207	212	
136	141	212	217	
141	146	217	222	
146	151	222	227	
151	81	227	157	
0	0	1	6	
1	6	2	7	
2	7	3	8	
3	8	4	9	
4	9	5	10	
0	0	6	11	
6	11	7	12	
7	12	8	13	
8	13	9	14	
9	14	10	15	
0	0	11	16	
11	16	12	17	
12	17	13	18	
13	18	14	19	
14	19	15	20	
0	0	16	21	
16	21	17	22	
17	22	18	23	
18	23	19	24	
19	24	20	25	
0	0	21	26	
21	26	22	27	
22	27	23	28	
23	28	24	29	
24	29	25	30	
0	0	26	31	
26	31	27	32	
27	32	28	33	
28	33	29	34	
29	34	30	35	
0	0	31	36	
31	36	32	37	
32	37	33	38	
33	38	34	39	
34	39	35	40	
0	0	36	41	
36	41	37	42	
37	42	38	43	
38	43	39	44	
39	44	40	45	
0	0	41	46	
41	46	42	47	
42	47	43	48	
43	48	44	49	
44	49	45	50	
0	0	46	51	
46	51	47	52	
47	52	48	53	
48	53	49	54	
49	54	50	55	
0	0	51	56	
51	56	52	57	
52	57	53	58	
53	58	54	59	
54	59	55	60	
0	0	56	61	
56	61	57	62	
57	62	58	63	
58	63	59	64	
59	64	60	65	
0	0	61	66	
61	66	62	67	
62	67	63	68	
63	68	64	69	
64	69	65	70	
0	0	66	71	
66	71	67	72	
67	72	68	73	
68	73	69	74	
69	74	70	75	
0	0	71	1	
71	1	72	2	
72	2	73	3	
73	3	74	4	
74	4	75	5	
152	152	153	158	
153	158	154	159	
154	159	155	160	
155	160	156	161	
156	161	157	162	
152	152	158	163	
158	163	159	164	
159	164	160	165	
160	165	161	166	
161	166	162	167	
152	152	163	168	
163	168	164	169	
164	169	165	170	
165	170	166	171	
166	171	167	172	
152	152	168	173	
168	173	169	174	
169	174	170	175	
170	175	171	176	
171	176	172	177	
152	152	173	178	
173	178	174	179	
174	179	175	180	
175	180	176	181	
176	181	177	182	
152	152	178	183	
178	183	179	184	
179	184	180	185	
180	185	181	186	
181	186	182	187	
152	152	183	188	
183	188	184	189	
184	189	185	190	
185	190	186	191	
186	191	187	192	
152	152	188	193	
188	193	189	194	
189	194	190	195	
190	195	191	196	
191	196	192	197	
152	152	193	198	
193	198	194	199	
194	199	195	200	
195	200	196	201	
196	201	197	202	
152	152	198	203	
198	203	199	204	
199	204	200	205	
200	205	201	206	
201	206	202	207	
152	152	203	208	
203	208	204	209	
204	209	205	210	
205	210	206	211	
206	211	207	212	
152	152	208	213	
208	213	209	214	
209	214	210	215	
210	215	211	216	
211	216	212	217	
152	152	213	218	
213	218	214	219	
214	219	215	220	
215	220	216	221	
216	221	217	222	
152	152	218	223	
218	223	219	224	
219	224	220	225	
220	225	221	226	
221	226	222	227	
152	152	223	153	
223	153	224	154	
224	154	225	155	
225	155	226	156	
226	156	227	157	
